X,Y,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,Geocode Qu,City,State,addrtype,addrlocat
-78.5560169359221,35.9668532196307,3312 Sugar House Street,Wakefield,3584,2006,5,3,1,Detached,"$349,900","$343,000",0-.25 Acres,14,0,1.0188,"$333,099.00",No,1,2,19,19,0.98,NA,Raleigh,NC,place
-78.7344140870941,35.6817550410913,2833 Anfield Road,Whitehart,2335,1998,3,2,1,Detached,"$350,000","$343,500",.51-.75 Acres,7,350,0.7,"$352,203.00",No,1,2,49,49,0.98,NA,Raleigh,NC,place
-78.744290779625,35.9140575,9812 Rockledge Drive,Dominion Park,2845,1995,5,2,1,Detached,"$357,000","$343,750",0-.25 Acres,11,134,1.0188,"$308,698.00",No,1,2,22,22,0.96,NA,Raleigh,NC,building
-78.6815102367765,35.8001787382752,3408 Cherry Lane,Ridgewood,1661,1956,3,3,0,Detached,"$340,000","$343,875",.26-.5 Acres,7,0,1.0188,"$338,399.00",No,1,0,1,1,1.01,NA,Raleigh,NC,place
-78.7127455059274,35.835662504649,4512 Olde Stream Court,Olde Towne,2189,1997,3,2,1,Detached,"$345,000","$344,000",0-.25 Acres,8,1547,1.02,"$327,839.00",No,1,2,79,79,1,NA,Raleigh,NC,place
-78.652758,35.795841,1300 St Marys Street,Not in a Subdivision,1192,2015,2,2,0,Condo,"$344,900","$344,900",0-.25 Acres,4,0,0.91,"$344,900.00",Yes,0,0,23,23,1,NA,Raleigh,NC,place
-78.7515057142857,35.91974,10004 Friedel Place,Leesville Ridge,2862,2005,4,3,0,Detached,"$345,000","$345,000",0-.25 Acres,8,0,1.03,"$335,305.00",No,1,2,3,3,1,NA,Raleigh,NC,place
-78.6958920693958,35.8094477383924,3316 Mesa Court,Meredith Woods,2948,1966,5,3,1,Detached,"$349,900","$345,000",0-.25 Acres,10,450,1.0355,"$308,607.00",No,1,0,100,100,0.99,NA,Raleigh,NC,place
-78.5691009688007,35.9249081065093,10538 Evergreen Spring Place,Bedford at Falls River,2293,2005,4,2,1,Detached,"$345,000","$345,000",0-.25 Acres,8,0,1.0188,"$330,679.00",No,1,2,11,11,1,NA,Raleigh,NC,place
-78.6592963188204,35.879635207018,1232 Greystone Park Drive,Greystone Park,2053,1998,4,2,1,Detached,"$350,000","$345,000",.26-.5 Acres,7,0,1.0188,"$300,042.00",No,1,2,44,44,0.99,NA,Raleigh,NC,place
-78.6889065182468,35.8644808383562,3117 Braddock Drive,Brookhaven,2706,1971,5,3,0,Detached,"$375,000","$345,000",.51-.75 Acres,9,0,1.02,"$343,333.00",No,1,2,15,15,0.92,NA,Raleigh,NC,place
-78.6304893631149,35.7932840159384,219 Glascock Street,Oakdale,1322,1927,2,1,0,Detached,"$330,000","$345,000",0-.25 Acres,6,202,1.0188,"$282,478.00",No,1,0,2,2,1.05,NA,Raleigh,NC,place
